# key	english	bulgarian	french	russian
Dialogues/prepScarecrow2	<voice type=laugh>\nOh look, it’s him again. Or her? Them? I don’t know how gender works in scarecrows.	<voice type=laugh>\nО, виж го, той е тук отново. Или тя? Те? Не знам как работи пола при стражи.	<voice type=laugh>\nOh, c'est encore lui. Ou elle? Ou eux? Je ne sais pas comment fonctionne le genre chez les épouvantails.	<voice type=laugh>\nО, гляньте-ка, опять он. Или она? Оно? Гендерные различия пугал – не мой конек.
Dialogues/scientistFirstFetchQuest2	Ah, just working for the advancement of science and engineering. And for the good of our beautiful Murricaville.\n<voice type=thanks>\nBless the Murricaville and its people.	А, просто работя за напредъкът на науката и инженерството. И за благото на нашето прекрасно Мъритикавил.\n<voice type=thanks>\nБлесла Муритикавил и нейните хора.	Ah, je travaille juste pour l’avancement de la science et de l’ingénierie. Et pour le bien de notre belle Murricaville.\n<voice type=thanks>\nBénis Murricaville et son peuple.\n	Ах, просто работаю на благо науки и техники. И на благо нашего прекрасного Murricaville.\n<voice type=thanks>\nБлагослови Murricaville и его жителей.\n
Dialogues/prepFirstFetchQuest3	<voice type=question>\nRight. And the science and engineering you do is...?	<voice type=question>\nДобре. А каква наука и инженерство правиш?	<voice type=question>\nD’accord. Et la science et l’ingénierie que tu pratiques, c’est… ?\n	<voice type=question>\nПонятно. А науку и инженерию, которой ты занимаешься, это…?\n
Dialogues/scientistFirstFetchQuest4	<voice type=question>\nOkay, did you notice the electricity going off randomly? \nOur town needs a better, more efficient and more stable source of energy. And I'm gonna provide it.	<voice type=question>\nДобре, забеляза ли как електричеството изчезва на случаен принцип?\nНашето град се нуждае от по-добър, по-ефективен и по-стабилен източник на енергия. И аз ще го осигуря.	<voice type=question>\nD’accord, as-tu remarqué que l’électricité s’éteint de façon aléatoire ? \nNotre ville a besoin d’une source d’énergie meilleure, plus efficace et plus stable. Et je vais la fournir.\n	<voice type=question>\nЛадно, ты заметил, что электричество иногда выключается случайным образом? \nНашему городу нужен лучший, более эффективный и стабильный источник энергии. И я его обеспечу.\n
Dialogues/prepFirstFetchQuest5	<voice type=question>\nSo I'm guessing this is a nuclear power plant?	<voice type=question>\nЗначи, предполагам че това е ядрен енергиен завод?	<voice type=question>\nDonc je suppose que c’est une centrale nucléaire ?\n	<voice type=question>\nТак я предполагаю, это атомная электростанция?\n
Dialogues/scientistFirstFetchQuest6	<voice type=thanks>\nBingo! \nNow that I can finally work again without worrying about food and predators, I just need a couple of days and the plant will be running as new.\nThere is just... one issue.	<voice type=thanks>\nБинго! \nСега, когато накрая мога да работя отново без да се притеснявам за храна и хищници, ми трябват само няколко дни и растението ще работи като ново.\nИма само... един проблем.	<voice type=thanks>\nBingo ! \nMaintenant que je peux enfin travailler à nouveau sans me soucier de la nourriture et des prédateurs, il me suffit de quelques jours et la centrale fonctionnera comme neuve.\nIl y a juste… un problème.\n	<voice type=thanks>\nБинго! \nТеперь, когда я наконец могу работать без забот о еде и хищниках, мне нужно всего пару дней, и электростанция будет как новая.\nЕсть только... одна проблема.\n
Dialogues/prepFirstFetchQuest7	<voice type=question>\nI know. Radioactive pollution spilling over, influencing the local wildlife and throwing the whole ecosystem off balance?	<voice type=question>\nЗнаеш. Радиоактивното замърсяване се разлива, влияе на местната фауна и нарушава цялата екосистема?	<voice type=question>\nJe sais. La pollution radioactive qui se répand, \ninfluence la faune locale et déséquilibre tout l’écosystème ?\n	<voice type=question>\nЯ знаю. Радиоактивное загрязнение распространяется, \nвлияя на местную флору и фауну и нарушая баланс всей экосистемы?\n
Dialogues/scientistFirstFetchQuest8	<voice type=negation>\nWhat? No.\nI'm running out of resources.\n<voice type=question>\nWould you lend me a hand, Mr. Prepper? \n<voice type=thanks>\nFor the good of our glorious town.	<voice type=negation>\nКакво? Не.\nСвършват ми ресурсите.\n<voice type=question>\nБи ли ми помогнал, господин Препър? \n<voice type=thanks>\nЗа доброто на нашия славен град.	<voice type=negation>\nQuoi ? Non.\nJe manque de ressources.\n<voice type=question>\nMe prêterais-tu main forte, Mr. Prepper ?\n<voice type=thanks>\nPour le bien de notre glorieuse ville.\n	<voice type=negation>\nЧто? Нет.\nУ меня заканчиваются ресурсы.\n<voice type=question>\nНе поможешь мне, Mr. Prepper?\n<voice type=thanks>\nНа благо нашего славного города.\n
Dialogues/prepFirstFetchQuest9	<voice type=disappointment>\nUmm, yeah, I guess...?	<voice type=disappointment>\nЕ, предполагам...	<voice type=disappointment>\nEuh, oui, je suppose...?\n	<voice type=disappointment>\nЭм, да, наверное...?\n
Dialogues/scientistFirstFetchQuest10	<voice type=order>\nTake this.	<voice type=order>\nВземи това.	<voice type=order>\nPrends ça.\n	<voice type=order>\nВозьми это.\n
Dialogues/scientistFirstFetchQuest11	Look for anything radiated and bring it to me, I might be able to use it as nuclear fuel.\n<voice type=thanks>\nI won't rest until I make Murricaville a better place! Even better! 	Търси всичко радиоактивно и донеси ми го, може да го използвам като ядрено гориво.\n<voice type=thanks>\nНе ще почивам, докато не направя Мърикавил по-добро място! Дори по-добро!	Cherche tout ce qui est irradié et apporte-le-moi, \nje pourrais peut-être l’utiliser comme combustible nucléaire.\n<voice type=thanks>\nJe ne me reposerai pas tant que je n'aurai pas fait de Murricaville un endroit meilleur ! \nEncore mieux ! \n	Ищи всё, что радиационно, и принеси мне, возможно, я смогу использовать это как ядерное топливо.\n<voice type=thanks>\nЯ не успокоюсь, пока не сделаю Murricaville лучшим местом! Ещё лучше!\n
Dialogues/prepFirstFetchQuest12	<voice type=acceptance>\nOkay. I guess it won't hurt to see where this is going.	<voice type=acceptance>\nДобре. Мисля, че няма да навреди да видя къде води това.	<voice type=acceptance>\nD'accord. Je suppose que ça ne fait pas de mal de voir où cela mène.\n	<voice type=acceptance>\nХорошо. Думаю, не повредит посмотреть, куда это ведет.\n
Dialogues/scientistFirstFetchQuestComplited1	Ah, perfect.\n<voice type=thanks>\nThank you, Mr. Prepper, this will be very useful.	А, перфектно.\n<voice type=thanks>\nБлагодаря ти, г-н Препър, това ще ми бъде много полезно.	Ah, parfait.\n<voice type=thanks>\nMerci, Mr. Prepper, cela sera très utile.\n	А, прекрасно.\n<voice type=thanks>\nСпасибо, Mr. Prepper, это будет очень полезно.\n
Dialogues/scientistFirstFetchQuestComplited2	Alright! Next I'm going to need...	Добре! Сега ще ми трябва...	Parfait ! Ensuite, il me faudra...\n	Хорошо! Далее мне понадобится...\n
Dialogues/prepFirstFetchQuestComplited3	<voice type=negation>\nWait a second.	<voice type=negation>\nЧакай малко.	<voice type=negation>\nAttends une seconde.\n	<voice type=negation>\nПодожди секунду.\n
Dialogues/scientistFirstFetchQuestComplited4	<voice type=question>\nYes?	<voice type=question>\nДа?	<voice type=question>\nOui ?\n	<voice type=question>\nДа?\n
